true_form	predicted_form	edit_distance	normalized_edit_distance	correct_chars	consonant_errors	vowel_errors	phonotactic_valid	char_error_rate	feature_distance	normalized_feature_distance	exact_match
ɡlɔssam	ɡlɔsa	2	0.2857142857142857	5	2	0	True	0.2857142857142857	2	0.05714285714285714	0
ɡlottɪdɛm	ɡlɔctida	5	0.5555555555555556	4	2	3	True	0.5555555555555556	1.9	0.042222222222222223	0
ɡlutɛn	ɡlytina	3	0.42857142857142855	4	0	2	True	0.5	1.6	0.05333333333333334	0
ɡlʊttirɛ	ɡlutiɾ	4	0.5	4	2	2	True	0.5	2.8	0.06999999999999999	0
ɡlʊttonɛm	ɡluptʊmna	6	0.6666666666666666	4	2	3	False	0.6666666666666666	3.1	0.06888888888888889	0
ɡobɪʊm	ɡʊmʒɔʊmna	6	0.6666666666666666	3	1	2	True	1.0	4.05	0.13499999999999998	0
ɡɔmpʰʊm	ɡanfa	6	0.8571428571428571	1	4	2	True	0.8571428571428571	3.7	0.10571428571428572	0
ɡɔnɔrrhɔɪam	ɡʊmnorrɛa	7	0.6363636363636364	5	2	4	True	0.6363636363636364	4.4	0.08	0
ɡorytɔn	ɡʊmlðɾa	6	0.8571428571428571	1	3	3	True	0.8571428571428571	3.6	0.10285714285714286	0
ɡrabatʊm	ɡʁɐbata	4	0.5	4	2	2	True	0.5	2.3	0.057499999999999996	0
ɡrakɪlɛm	ɡʁaθill	5	0.625	3	3	2	True	0.625	2.5	0.0625	0
ɡrakʊlam	ɡʁalɐa	5	0.625	4	3	1	True	0.625	3.65	0.09125	0
ɡrakʊlʊm	ɡaul	5	0.625	3	3	2	True	0.625	4.4	0.11000000000000001	0
ɡradʊm	ɡradʊm	0	0.0	6	0	0	True	0.0	0	0.0	1
ɡramɛn	ɡʁama	3	0.5	3	2	1	True	0.5	1.9	0.06333333333333332	0
ɡramɪnɛʊm	ɡramineʊm	2	0.2222222222222222	7	0	2	True	0.2222222222222222	0.19999999999999996	0.004444444444444444	0
ɡrammatɪkalɛm	ɡɾamɐtika	7	0.5384615384615384	6	4	3	True	0.5384615384615384	5.2	0.08	0
ɡranarɪʊm	ɡranaia	4	0.4444444444444444	5	2	2	True	0.4444444444444444	2.6	0.05777777777777778	0
ɡranatʊm	ɡranada	3	0.375	5	2	1	True	0.375	1.85	0.04625	0
ɡrandɛm	ɡʁandɨ	3	0.42857142857142855	4	2	1	False	0.42857142857142855	1.9	0.054285714285714284	0
ɡrandɪnɛm	ɡrandinʊm	2	0.2222222222222222	7	0	2	False	0.2222222222222222	0.6	0.013333333333333332	0
ɡranʊm	ɡrɛnʊm	1	0.16666666666666666	5	0	1	True	0.16666666666666666	0.4	0.013333333333333334	0
ɡrapʰɪarɪʊm	ɡʁɛflia	9	0.8181818181818182	2	5	4	True	0.8181818181818182	5.75	0.10454545454545454	0
ɡrapʰɪʊm	ɡaɾfliʊm	5	0.625	4	3	1	True	0.625	2.2	0.05500000000000001	0
ɡrassari	ɡɹɐsaɹ	5	0.625	3	3	2	True	0.625	2.7	0.0675	0
ɡratɪfɪkari	ɡʁatiflika	6	0.5454545454545454	6	2	3	True	0.5454545454545454	3.5	0.06363636363636363	0
ɡratɪosʊm	ɡratsʊmzʊm	4	0.4	6	1	2	False	0.4444444444444444	2.45	0.05444444444444445	0
ɡratɪtudɪnɛm	ɡɾatidɨd	8	0.6666666666666666	4	4	4	True	0.6666666666666666	5.45	0.09083333333333334	0
ɡratʊitʊm	ɡʁatuitʊm	2	0.2222222222222222	7	1	1	True	0.2222222222222222	0.9	0.02	0
ɡratʊm	ɡɾatʊm	1	0.16666666666666666	5	1	0	True	0.16666666666666666	1.0	0.03333333333333333	0
ɡrawɪdʊm	ɡravid	4	0.5	4	2	2	True	0.5	2.25	0.05625	0
ɡrawɪtatɪonɛm	ɡravitasjana	7	0.5384615384615384	6	3	4	True	0.5384615384615384	3.5	0.05384615384615385	0
ɡrawarɛ	ɡʁavaɾa	4	0.5714285714285714	3	3	1	True	0.5714285714285714	2.15	0.06142857142857142	0
ɡrɛmɪʊm	ɡɾɛmbʊm	2	0.2857142857142857	5	1	1	True	0.2857142857142857	2.0	0.05714285714285714	0
ɡrɛɡɛm	ɡʁeɪʒʒa	6	0.8571428571428571	1	3	2	True	1.0	4.2	0.14	0
ɡromam	ɡɹomɐ	3	0.5	3	2	1	True	0.5	1.45	0.04833333333333333	0
ɡrumʊlʊm	ɡʁymʊa	5	0.625	3	3	2	True	0.625	3.5	0.0875	0
ɡrumʊm	ɡrumʊm	0	0.0	6	0	0	True	0.0	0	0.0	1
ɡrʊndam	ɡronda	2	0.2857142857142857	5	1	1	False	0.2857142857142857	1.2	0.03428571428571429	0
ɡrʊnnirɛ	ɡʁuɲia	6	0.75	2	4	2	True	0.75	3.8	0.095	0
ɡrypʰɛm	ɡʁifʊm	5	0.7142857142857143	2	3	2	True	0.7142857142857143	2.55	0.07285714285714286	0
ɡʊbɛrnakʊlʊm	ɡuvɛʁnulia	8	0.6666666666666666	4	4	4	True	0.6666666666666666	4.949999999999999	0.08249999999999999	0
ɡʊbɛrnatorɛm	ɡuvernator	5	0.4166666666666667	7	2	3	False	0.4166666666666667	2.85	0.0475	0
ɡʊbɛrnatrikɛm	ɡovernatritʃe	6	0.46153846153846156	7	3	3	False	0.46153846153846156	2.9	0.04461538461538461	0
ɡʊlam	ɡula	2	0.4	3	1	1	True	0.4	1.4	0.055999999999999994	0
ɡʊnnam	ɡʊmnna	2	0.3333333333333333	5	1	0	False	0.3333333333333333	2	0.06666666666666667	0
ɡʊrdʊm	ɡoɾəʊm	3	0.5	3	2	1	True	0.5	2.2	0.07333333333333333	0
ɡʊstatɪonɛm	ɡustasjɔna	6	0.5454545454545454	5	2	4	True	0.5454545454545454	3.05	0.05545454545454545	0
ɡʊstʊm	ɡusta	3	0.5	3	1	2	True	0.5	2.0	0.06666666666666667	0
ɡʊttʊm	ɡɔptʊm	2	0.3333333333333333	4	1	1	False	0.3333333333333333	0.44999999999999996	0.014999999999999998	0
ɡypsʊm	ʒipsʊm	2	0.3333333333333333	4	1	1	False	0.3333333333333333	0.95	0.03166666666666666	0
ɡyrarɛ	ʒiɾaɾa	5	0.8333333333333334	1	3	2	True	0.8333333333333334	3.35	0.11166666666666666	0
habɪlɛm	abil	4	0.5714285714285714	3	2	2	True	0.5714285714285714	3.0	0.08571428571428572	0
habɪlɪtatɛm	abilctita	6	0.5454545454545454	5	2	4	True	0.5454545454545454	3.8	0.06909090909090909	0
habɪlɪtarɛ	abipta	6	0.6	4	3	3	False	0.6	4.75	0.095	0
habɪtatɪonɛm	abitasjiʊmna	9	0.75	5	3	4	True	0.75	4.7	0.07833333333333334	0
habɪtarɛ	abitaa	4	0.5	4	2	2	True	0.5	2.4	0.06	0
habɪtʊalɛm	abitual	5	0.5	5	2	3	True	0.5	3.4	0.068	0
habɪtudɪnɛm	abptyd	7	0.6363636363636364	4	3	4	False	0.6363636363636364	5.95	0.10818181818181818	0
habɪtʊm	abitʊm	2	0.2857142857142857	5	1	1	True	0.2857142857142857	1.0	0.02857142857142857	0
haɪdʊm	jed	5	0.8333333333333334	1	2	3	True	0.8333333333333334	3.75	0.125	0
haɪmatiten	ematita	5	0.5	5	2	3	True	0.5	3.4	0.068	0
haɪrerɛ	eɾeɾ	6	0.8571428571428571	1	3	3	True	0.8571428571428571	4.2	0.12000000000000001	0
haɪrɛtɪkʊm	eɾetikɨo	8	0.8	2	3	5	True	0.8	4.4	0.08800000000000001	0
haɪsɪtarɛ	ezitaa	7	0.7777777777777778	2	3	4	True	0.7777777777777778	3.65	0.0811111111111111	0
halɪtʊm	altʊm	2	0.2857142857142857	5	1	1	True	0.2857142857142857	2	0.05714285714285714	0
hallʊm	allutʃa	5	0.7142857142857143	3	2	1	True	0.8333333333333334	4.15	0.13833333333333334	0
harɪɔlʊm	aɾiʊlʊm	4	0.5	4	2	2	True	0.5	2.2	0.05500000000000001	0
harpen	aʁp	4	0.6666666666666666	2	3	1	True	0.6666666666666666	3.5	0.11666666666666667	0
harʊspɪkɛm	aɾuspitʃa	7	0.7	3	4	3	True	0.7	4.65	0.09300000000000001	0
hastam	asta	2	0.3333333333333333	4	2	0	True	0.3333333333333333	2	0.06666666666666667	0
haʊrirɛ	ʊɾiɹ	5	0.7142857142857143	2	3	2	True	0.7142857142857143	4.25	0.12142857142857143	0
hɛbdɔmadarɪʊm	abdomadarjʊm	4	0.3076923076923077	9	1	3	True	0.3076923076923077	2.4	0.03692307692307692	0
hɛbdɔmadɛm	ɛdima	6	0.6	4	4	2	True	0.6	5.6	0.11199999999999999	0
hɛbɛnʊm	abanʊm	3	0.42857142857142855	4	1	2	True	0.42857142857142855	1.7999999999999998	0.05142857142857142	0
hɛbɛtɛm	abeta	5	0.7142857142857143	2	2	3	True	0.7142857142857143	3.0	0.08571428571428572	0
hɛbɛtarɛ	abata	5	0.625	3	2	3	True	0.625	3.8	0.095	0
hɛbraɪʊm	abreʊm	4	0.5	4	1	3	True	0.5	2.4	0.06	0
hɛlkɪʊm	altsaia	7	1.0	1	3	3	False	1.0	4.449999999999999	0.1271428571428571	0
helɪʊm	ɛloio	5	0.8333333333333334	1	2	3	True	0.8333333333333334	3.1999999999999997	0.10666666666666666	0
hemɪkranɪam	miɡkania	7	0.6363636363636364	5	3	3	True	0.6363636363636364	4.25	0.07727272727272727	0
hepatɪkʊm	eptikʊm	3	0.3333333333333333	6	1	2	False	0.3333333333333333	2.0	0.044444444444444446	0
hɛrbakɛʊm	erbateʊm	4	0.4444444444444444	5	2	2	True	0.4444444444444444	1.65	0.03666666666666667	0
hɛrbarɪʊm	eɾbaarʊm	5	0.5555555555555556	5	2	2	True	0.5555555555555556	3.9	0.08666666666666667	0
hɛrbosʊm	eɾbosʊ	4	0.5	4	3	1	True	0.5	3.2	0.08	0
heredɪtatɛm	eɾediata	6	0.5454545454545454	5	4	2	True	0.5454545454545454	4.4	0.08	0
heredɪtarɛ	eɾedaɾa	6	0.6	4	4	2	True	0.6	5.0	0.1	0
hɛremʊm	ɛeɾmʊm	3	0.42857142857142855	5	2	0	True	0.42857142857142855	2.4	0.06857142857142857	0
heredɛm	eɾʁde	5	0.7142857142857143	2	3	2	True	0.7142857142857143	4.1	0.11714285714285713	0
heroɛm	eɾɔa	5	0.8333333333333334	1	3	2	True	0.8333333333333334	3.4	0.11333333333333333	0
hɛstɛrnʊm	estɛɾnʊm	3	0.3333333333333333	6	2	1	True	0.3333333333333333	2.2	0.04888888888888889	0
hibɛrnalɛm	ivɛɾnall	5	0.5	5	4	1	True	0.5	3.75	0.075	0
hɪɛmalɛm	jɨmal	5	0.625	3	2	3	True	0.625	3.95	0.09875	0
hɪɛrarkʰam	lieʁaɾka	7	0.7	3	5	2	True	0.7	4.45	0.08900000000000001	0
hɪɛrɔsɔlymitanʊm	jʁaʊzolomctɛɐna	13	0.8125	4	4	8	True	0.8125	7.8	0.0975	0
hɪlarɛm	ilaʁa	5	0.7142857142857143	2	3	2	True	0.7142857142857143	2.9	0.08285714285714285	0
hilʊm	ilʊm	1	0.2	4	1	0	True	0.2	1	0.04	0
hɪnnirɛ	ɛniʁ	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.7	0.10571428571428572	0
hɪrkinʊm	iʁsinʊm	4	0.5	4	3	1	True	0.5	2.0	0.05	0
hɪrsutʊm	iʁsutʊm	3	0.375	5	2	1	True	0.375	1.5	0.0375	0
hɪrʊndɪnɛm	iʁɔdɛiɲɐ	9	0.9	1	5	4	True	0.9	4.85	0.09699999999999999	0
hɪspanɪkʊm	ispanika	5	0.5	5	2	3	True	0.5	2.6	0.052000000000000005	0
hɪspanʊm	ispanʊm	2	0.25	6	1	1	True	0.25	1.0	0.025	0
hɪstrɪonɛm	istɹiɨna	7	0.7	3	3	4	True	0.7	3.25	0.065	0
hɔdɪɛrnʊm	odjɛrəna	6	0.6666666666666666	4	2	3	True	0.6666666666666666	4.6	0.10222222222222221	0
hɔmɪkidam	ʊmmisida	5	0.5555555555555556	4	3	2	False	0.5555555555555556	3.5	0.07777777777777778	0
hɔmɪkidalɛm	omitʃidjale	8	0.7272727272727273	5	3	3	True	0.7272727272727273	4.45	0.08090909090909092	0
hɔmɪkidɪʊm	omitʃidiʊm	6	0.6	5	2	3	True	0.6	2.25	0.045	0
hɔnɛstatɛm	ɔnɛsta	4	0.4	6	3	1	True	0.4	4	0.08	0
hɔnorɛm	ʊmnoʁɾa	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.9	0.11142857142857143	0
hɔnorabɪlɛm	ʊmnaʊɾabɛla	8	0.7272727272727273	4	3	4	True	0.7272727272727273	5.800000000000001	0.10545454545454547	0
hɔnorarɪʊm	ʊmnoʁɛʁiʊm	6	0.6	4	3	3	True	0.6	3.4	0.068	0
hɔnorɪfɪkɛntɪam	onorifitʃɛntsa	8	0.5333333333333333	8	3	4	False	0.5333333333333333	4.25	0.056666666666666664	0
hɔnorɪfɪkʊm	ʊmnoʁifika	7	0.6363636363636364	4	3	4	True	0.6363636363636364	4.1	0.07454545454545454	0
hɔrdɛʊm	ʊɾʒzʊm	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.15	0.09	0
hɔrɪzzɔnta	oɾizontea	7	0.7	4	3	3	True	0.7	4.0	0.08	0
hɔrrɛndʊm	aʊrrɛndʊm	2	0.2222222222222222	7	1	1	False	0.2222222222222222	1.2	0.026666666666666665	0
hɔrrerɛ	urɨɾ	6	0.8571428571428571	1	3	3	True	0.8571428571428571	3.8000000000000003	0.10857142857142858	0
hɔrrɛʊm	ʊreʊm	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.4000000000000004	0.06857142857142857	0
hɔrrɪdʊm	ɔrdɔʁeʊm	5	0.625	4	3	1	True	0.625	3.35	0.08375	0
hɔrrɪfɪkʊm	oɾifikʊm	6	0.6	4	3	3	True	0.6	3.0	0.06	0
hɔrrɪpɪlatɪonɛm	orripilatsiʊmna	10	0.6666666666666666	7	2	6	False	0.6666666666666666	4.45	0.059333333333333335	0
hɔrtʊlanʊm	uɾətɨlɐʊ	7	0.7	3	4	3	True	0.7	5.0	0.1	0
hɔrtʊm	ɔɾtʊm	2	0.3333333333333333	4	2	0	True	0.3333333333333333	2.0	0.06666666666666667	0
hɔspɪtɛm	ɔtspɨda	6	0.75	3	3	2	False	0.75	3.85	0.09625	0
hɔspɪtalɛ	ospitala	4	0.4444444444444444	5	1	3	True	0.4444444444444444	1.4	0.03111111111111111	0
hɔspɪtatorɛm	ʊmspeðaðʊm	8	0.6666666666666666	4	4	4	True	0.6666666666666666	5.2	0.08666666666666667	0
hɔspɪtɪʊm	ospisjʊm	5	0.5555555555555556	4	2	3	True	0.5555555555555556	2.25	0.05	0
hɔspɪtarɛ	ospɨtae	5	0.5555555555555556	4	2	3	True	0.5555555555555556	2.4000000000000004	0.053333333333333344	0
hɔspɪtari	ʊmspɨdaɾ	6	0.6666666666666666	3	3	3	True	0.6666666666666666	3.85	0.08555555555555555	0
hɔstɪam	ɔstja	3	0.42857142857142855	4	2	1	True	0.42857142857142855	3.0	0.08571428571428572	0
hɔstilɛm	ustil	4	0.5	4	2	2	True	0.5	3.2	0.08	0
humɪdʊm	umid	4	0.5714285714285714	3	2	2	True	0.5714285714285714	3.0	0.08571428571428572	0
hʊmɪlɪatɪonɛm	umiʎiatsiʊmna	11	0.8461538461538461	4	3	6	False	0.8461538461538461	5.85	0.09	0
hʊmɪlɪarɛ	umilaa	6	0.6666666666666666	3	2	4	True	0.6666666666666666	3.8	0.08444444444444445	0
hʊmʊm	ymis	4	0.8	1	2	2	True	0.8	2.35	0.094	0
hybrɪdam	ibridʊm	4	0.5	4	1	3	True	0.5	1.7999999999999998	0.045	0
hydrarɡyrʊm	idʁaʁʒiʁ	9	0.8181818181818182	2	6	3	True	0.8181818181818182	5.6000000000000005	0.10181818181818182	0
hymnʊm	imnʊm	2	0.3333333333333333	4	1	1	True	0.3333333333333333	1.2	0.04	0
hypaɪtʰrʊm	ipɛtrʊm	5	0.5	5	2	3	True	0.5	3.4000000000000004	0.068	0
hypnotɪkʊm	ipnɔtika	6	0.6	4	2	4	True	0.6	2.8	0.055999999999999994	0
hypɔɡaɪʊm	ipodʒɛʊm	6	0.6666666666666666	3	2	4	True	0.6666666666666666	3.1500000000000004	0.07	0
hypɔtʰekam	iputɛka	6	0.6	4	3	3	True	0.6	3.5999999999999996	0.072	0
hysopʊm	exʊmpʊm	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.65	0.0757142857142857	0
jaktarɛ	ʒəttara	4	0.5714285714285714	3	2	2	False	0.5714285714285714	1.5499999999999998	0.04428571428571428	0
jaktʊm	ʒɛʃtʊm	3	0.5	3	2	1	True	0.5	1.4	0.04666666666666666	0
janɪkʊlʊm	dʒanikolʊm	4	0.4	6	1	2	True	0.4444444444444444	1.7	0.03777777777777778	0
jaspɪdɛm	ʒaspɨd	4	0.5	4	2	2	True	0.5	2.7	0.0675	0
ibɪkɛm	ibes	4	0.6666666666666666	2	2	2	True	0.6666666666666666	2.5	0.08333333333333333	0
ibɛmibɪn	ibis	5	0.625	3	3	2	True	0.625	4.5	0.1125	0
idɛntɪkʊm	idɑtkikʊ	5	0.5555555555555556	5	2	2	False	0.5555555555555556	2.15	0.04777777777777777	0
idɛntɪtatɛm	iðentidada	7	0.6363636363636364	4	4	3	True	0.6363636363636364	2.35	0.04272727272727273	0
idolɔlatram	idolatʁ	5	0.45454545454545453	6	3	2	True	0.45454545454545453	4.5	0.08181818181818182	0
ɪdonɛɪtatɛm	idʊmneiða	9	0.8181818181818182	3	3	5	True	0.8181818181818182	4.75	0.08636363636363636	0
ɪdonɛʊm	idʊmneʊm	4	0.5	4	0	3	True	0.5714285714285714	1.4	0.04	0
jejunɪʊm	aʒɨnunʊm	5	0.625	4	2	2	True	0.625	3.2	0.08	0
jejunarɛ	aʒunaɹra	5	0.625	4	2	2	True	0.625	3.3	0.08249999999999999	0
jɛntarɛ	ʝɐnta	4	0.5714285714285714	3	2	2	True	0.5714285714285714	3.4	0.09714285714285714	0
ɪŋnarʊm	iɲaʁʊm	4	0.5714285714285714	3	3	1	True	0.5714285714285714	1.75	0.05	0
ɪŋnɛʊm	iɲeʊm	4	0.6666666666666666	2	2	2	True	0.6666666666666666	1.45	0.04833333333333333	0
ɪŋnɛm	iɲɲa	5	1.0	0	3	2	True	1.0	2.15	0.086	0
ɪŋnobɪlɛm	iɲɔbla	7	0.7777777777777778	2	3	4	True	0.7777777777777778	3.65	0.0811111111111111	0
ɪŋnomɪnɪam	iɡnominja	5	0.5	5	2	3	True	0.5	2.5	0.05	0
ɪŋnorarɛ	iɡaʊɾae	7	0.875	1	4	3	True	0.875	3.9000000000000004	0.0975	0
ɪŋnoskɛrɛ	iɲʊmθera	8	0.8888888888888888	1	4	4	True	0.8888888888888888	3.3000000000000003	0.07333333333333333	0
iŋnotʊm	iɡnɔtʊ	3	0.42857142857142855	4	2	1	True	0.42857142857142855	1.5	0.04285714285714286	0
ilɛ	jaea	4	1.0	0	1	2	True	1.3333333333333333	2.8	0.18666666666666665	0
ilɪkɛm	liøzieaɐ	7	0.875	1	3	2	True	1.1666666666666667	4.65	0.155	0
ɪllaɪsʊm	ilezʊm	5	0.625	3	2	3	True	0.625	2.25	0.05625	0
ɪllatɪonɛm	ilasjɔiʊmna	9	0.8181818181818182	3	3	4	True	0.9	5.7	0.114	0
ɪllatiwʊm	ilativa	5	0.5555555555555556	4	3	2	True	0.5555555555555556	2.85	0.06333333333333334	0
ɪllɛkɛbram	ilɛsɨbɹɐʃ	7	0.7	3	4	3	True	0.7	3.0999999999999996	0.06199999999999999	0
ɪlleɡalɛm	ileɡall	4	0.4444444444444444	5	2	2	True	0.4444444444444444	2.5	0.05555555555555555	0
ɪllʊŋk	lʎi	5	0.8333333333333334	1	3	2	True	0.8333333333333334	4.4	0.14666666666666667	0
ɪllɪɡarɛ	ɑɪlaia	6	0.75	3	3	2	True	0.75	4.550000000000001	0.11375000000000002	0
ɪlludɛrɛ	iludiɾ	5	0.625	3	2	3	True	0.625	2.6	0.065	0
ɪllunɛm	illune	3	0.42857142857142855	4	1	2	True	0.42857142857142855	1.2	0.03428571428571429	0
ɪllusɪonɛm	iluzjana	7	0.7	3	3	4	True	0.7	4.25	0.085	0
ɪllustrɛm	ilystɾa	6	0.6666666666666666	3	3	3	True	0.6666666666666666	3.8	0.08444444444444445	0
ɪmaɡɪnatɪwʊm	imaʒinatifvʊm	6	0.46153846153846156	7	2	3	True	0.5	2.0	0.03333333333333333	0
ɪmaɡɪnosʊm	immadʒinoza	8	0.7272727272727273	4	3	3	False	0.8	4.6	0.092	0
ɪmaɡɪnɛm	imaʒena	5	0.625	3	2	3	True	0.625	2.15	0.05375	0
ɪmbekɪllɪtatɛm	imbeiladɨa	9	0.6428571428571429	5	5	4	True	0.6428571428571429	5.45	0.07785714285714286	0
ɪmbekɪllʊm	imbesilll	5	0.5	5	2	3	True	0.5	2.0	0.04	0
ɪmbɛrbɛm	imbɛɾbɨ	4	0.5	4	2	2	True	0.5	2.4	0.06	0
ɪmbɪbɛrɛ	imbbbeɾa	5	0.625	3	1	4	False	0.625	2.6	0.065	0
ɪmbrɪfɛrʊm	imbriferʊm	3	0.3	7	0	3	True	0.3	0.19999999999999996	0.003999999999999999	0
ɪmbʊɛrɛ	imbuiɾ	5	0.7142857142857143	2	1	4	True	0.7142857142857143	2.0	0.05714285714285714	0
ɪmɪtatorɛm	imctatœʁ	6	0.6	4	2	4	True	0.6	3.7	0.07400000000000001	0
ɪmɪtari	omctedaɹ	6	0.75	3	1	3	True	0.8571428571428571	3.65	0.10428571428571429	0
ɪmmakʊlatʊm	immakulata	4	0.36363636363636365	7	1	3	False	0.36363636363636365	2.0	0.03636363636363636	0
ɪmmarkɛskɪbɪlɛm	immaʁsɛsiblla	8	0.5333333333333333	7	4	4	False	0.5333333333333333	4.4	0.05866666666666667	0
ɪmmaturɪtatɛm	immatyrcta	6	0.46153846153846156	7	2	4	False	0.46153846153846156	4.3	0.06615384615384615	0
ɪmmaturʊm	imatuɾʊm	3	0.3333333333333333	6	2	1	True	0.3333333333333333	2.0	0.044444444444444446	0
ɪmmɛdɪatʊm	immɨdjatʊm	3	0.3	7	0	3	False	0.3	1.4	0.027999999999999997	0
ɪmmɛrɡɛrɛ	immɛʁʒer	5	0.5555555555555556	4	2	3	False	0.5555555555555556	2.45	0.05444444444444445	0
ɪmmɛrɪtʊm	inmoɾitʊm	5	0.5555555555555556	4	2	3	False	0.5555555555555556	1.85	0.04111111111111111	0
ɪmmɪnerɛ	inminɛnta	7	0.7777777777777778	2	2	4	False	0.875	2.1	0.052500000000000005	0
ɪmmɪskerɛ	inmaskwiɾsa	8	0.7272727272727273	3	2	4	False	0.8888888888888888	3.55	0.07888888888888888	0
ɪmmɔlatɪonɛm	immulasjinna	7	0.5833333333333334	5	2	5	False	0.5833333333333334	3.85	0.06416666666666666	0
ɪmmɔlarɛ	immaʊlaa	5	0.625	4	1	3	False	0.625	2.6	0.065	0
ɪmmʊndɪtɪam	mʊmnnetxa	7	0.6363636363636364	5	3	3	False	0.6363636363636364	5.25	0.09545454545454546	0
ɪmmunɛm	immuna	3	0.42857142857142855	4	1	2	False	0.42857142857142855	1.4	0.04	0
ɪmmutabɪlɛm	immyɛfla	8	0.7272727272727273	3	3	5	False	0.7272727272727273	4.699999999999999	0.08545454545454544	0
ɪmmutarɛ	immuta	3	0.375	5	1	2	False	0.375	2.0	0.05	0
ɪmparɛm	ɛpɛɹ	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.7	0.10571428571428572	0
ɪmpartirɛ	impartiʲa	3	0.3333333333333333	6	1	2	False	0.3333333333333333	1.15	0.025555555555555554	0
ɪmpawɪdʊm	impavida	5	0.5555555555555556	4	2	3	True	0.5555555555555556	1.85	0.04111111111111111	0
ɪmpɛdimɛntʊm	impedimentʊ	4	0.3333333333333333	8	1	3	True	0.3333333333333333	1.4	0.02333333333333333	0
ɪmpɛdirɛ	empeirea	5	0.625	4	1	3	True	0.625	2.4	0.06	0
ɪmpɛllɛrɛ	impɛller	3	0.3333333333333333	6	0	3	True	0.3333333333333333	1.2	0.026666666666666665	0
ɪmpɛndɛrɛ	impendeɾ	5	0.5555555555555556	4	1	4	False	0.5555555555555556	1.7999999999999998	0.039999999999999994	0
ɪmpɛratorɪʊm	impʁɾttɔɾja	9	0.75	3	3	6	False	0.75	5.9	0.09833333333333334	0
ɪmpɛratrikɛm	impaɾatriʃa	6	0.5	6	3	3	True	0.5	3.3	0.055	0
ɪmpɛrkɛptɪbɪlɛm	ɛpɛʁsɛpttiβla	9	0.6	6	5	4	False	0.6	6.1000000000000005	0.08133333333333334	0
ɪmpɛrɪalɛm	impaɾjal	6	0.6	4	2	4	True	0.6	3.9999999999999996	0.07999999999999999	0
ɪmpɛrɪosʊm	impaɾjʊmzʊm	7	0.6363636363636364	4	2	4	True	0.7	3.55	0.071	0
ɪmpɛritɪam	impʁɾija	6	0.6	4	3	3	True	0.6	4.75	0.095	0
ɪmpɛritʊm	imperitʊm	2	0.2222222222222222	7	0	2	True	0.2222222222222222	0.19999999999999996	0.004444444444444444	0
ɪmpɛrɪʊm	impɛɾio	5	0.625	3	2	3	True	0.625	2.2	0.05500000000000001	0
ɪmpɛrarɛ	impeɾara	4	0.5	4	1	3	True	0.5	1.6	0.04	0
ɪmpɛtiɡɪnɛm	impetidʒina	7	0.6363636363636364	5	2	4	True	0.6363636363636364	3.35	0.06090909090909091	0
ɪmpɛtrarɛ	impetrae	4	0.4444444444444444	5	1	3	True	0.4444444444444444	1.4	0.03111111111111111	0
ɪmpɛtʊm	impɨtʊm	2	0.2857142857142857	5	0	2	True	0.2857142857142857	0.4	0.011428571428571429	0
ɪmpɪŋɡɛrɛ	ɨmplŋdʒera	6	0.6	4	1	4	True	0.6666666666666666	3.5500000000000003	0.0788888888888889	0
ɪmpɪʊm	impiʊm	2	0.3333333333333333	4	0	2	True	0.3333333333333333	0.0	0.0	0
ɪmplemɛntʊm	impemɛntʊm	2	0.18181818181818182	9	1	1	True	0.18181818181818182	1.0	0.01818181818181818	0
ɪmplɪkarɛ	impliikaɹa	5	0.5	5	1	3	True	0.5555555555555556	1.65	0.03666666666666667	0
ɪmplorarɛ	implaʊɾaa	6	0.6666666666666666	4	2	3	True	0.6666666666666666	3.1999999999999997	0.07111111111111111	0
ɪmplʊwɪʊm	impluvio	6	0.6666666666666666	3	2	4	True	0.6666666666666666	1.85	0.04111111111111111	0
ɪmpɔrtunɪtatɛm	impoɾtunitadɨ	7	0.5	7	3	4	True	0.5	2.65	0.03785714285714285	0
ɪmpɔrtunʊm	impuɾətunʊ	5	0.5	6	2	2	True	0.5	3.2	0.064	0
ɪmpɔsɪtɪonɛm	impozejɔinna	9	0.75	3	3	6	False	0.75	4.2	0.07	0
ɪmprɛkari	imprekaɹa	4	0.4444444444444444	5	1	3	True	0.4444444444444444	0.85	0.01888888888888889	0
ɪmprɔbatɪonɛm	ɛpʁobasjɔ	10	0.7692307692307693	3	5	5	True	0.7692307692307693	5.95	0.09153846153846154	0
ɪmprɔbɪtatɛm	ɛpʁʊmbea	10	0.8333333333333334	3	5	4	True	0.8333333333333334	6.45	0.1075	0
ɪmprɔbarɛ	impɾuβa	6	0.6666666666666666	3	3	3	True	0.6666666666666666	3.9499999999999997	0.08777777777777777	0
ɪmprɔbʊm	impɔɔbβʊm	3	0.3333333333333333	6	1	1	True	0.375	2.0	0.05	0
ɪmpʊdɛntɛm	epydɑɛnta	6	0.6	5	2	3	True	0.6	3.6	0.07200000000000001	0
