word,language,top_1_transformation,top_1_score,top_2_transformation,top_2_score
feɾula,spanish,feɾula,-2.4018316898672474,,
fjɛʁ,french,fliɛʁ,-5.474949602813233,fjɛʁ,-5.85499231048677
fjɛro,italian,fjɛrʊm,-2.845732273553991,fjɛrʊma,-3.375305353815877
fjeɾo,spanish,fjeɾʊm,-3.247418815158806,fjeɾʊma,-3.7095953578549574
fjerbe,romanian,fjerve,-4.841537830158966,fjerbe,-5.24700293826713
fɛrvere,italian,fɛrvereer,-5.7851978661417105,fɛrvereem,-5.7851978661417105
eɾβiɾ,spanish,eɾβiɾ,-13.529296117709054,,
fɨɾəveɹ,portuguese,fɨɾəveɹ,-5.318056347464963,,
feʃtinɐsɐ̃ʊ̃,portuguese,feʃtinɐsɐ̃ʊ̃,-2.189480620107637,,
festinare,italian,festinarea,-2.0256240518579176,festinareʊm,-2.0756240518579174
festinaɾ,spanish,festinaɾ,-2.04111415857825,,
festivitate,romanian,festivitate,-3.70892304193174,festivlitate,-4.252433963438866
fɛstivite,french,fɛstivita,-2.747469870455766,fɛstivitaa,-3.00229117964423
festivita,italian,festivita,-2.957372000386716,festivitaa,-3.041446860962474
festiβiðad,spanish,festiβiðad,-3.702386441582952,,
feʃtividadɨ,portuguese,feʃtividadɨ,-3.9946492484427045,,
fɛstif,french,fɛstif,-3.23294021158367,,
festivo,italian,festivʊm,-2.7408071258277973,festivʊma,-3.224574851466931
festiβo,spanish,festiβʊm,-2.918214667819323,festiβʊma,-3.4044780273966033
feʃtivʊ,portuguese,feʃtivʊ,-3.8618894782112374,,
fety,french,faty,-1.7094379124341004,fety,-1.8719568419318753
fɛt,french,fɛt,-2.781089159966082,,
fɛsto,italian,fɛstʊm,-2.3080502011022097,fɛstʊma,-2.8486731175506814
fɛʃtʊ,portuguese,fɛʃtʊ,-2.701046452292545,,
fetere,italian,fetere,-4.614651861989959,feterea,-4.659320865815349
eðeɾ,spanish,eðeɾ,-4.670589852391312,,
fɨdeɹ,portuguese,fɨdeɹ,-4.569766962656728,,
fetid,french,fatid,-2.911974829691795,fetid,-3.300720032588856
fɛtido,italian,fɛtidʊm,-2.6501485199820696,fɛtidʊma,-3.2366849948738943
fetiðo,spanish,fetiðʊm,-3.243700334688688,fetiðʊma,-3.765396802832424
fɛtidʊ,portuguese,fɛtidʊ,-2.9936837398682434,,
fəta,romanian,fəta,-2.968875824868201,,
xeðaɾ,spanish,xeðaɾ,-3.6752500303321343,,
fetore,italian,fetʊmreor,-4.888317103274481,fetʊmre,-4.889071737663772
eðoɾ,spanish,eðoɾ,-4.931294365440439,eðaʊɾ,-5.124395209081112
fɨdoɹ,portuguese,fɨdoɹ,-7.595685936634719,,
feudə,romanian,feudə,-3.5071804962453808,,
feʊðo,spanish,feʊðʊm,-3.096546826793246,feʊðʊma,-3.525291639857011
feʊdʊ,portuguese,feʊdʊ,-3.0413222094321597,,
fibulə,romanian,fibulə,-7.730369023864757,fivulə,-8.50588720185783
fibyl,french,fibyl,-8.168205129406049,,
fibula,italian,fibula,-4.172128493092813,fibulaa,-4.981321069828028
eβiʎa,spanish,eβiʎa,-12.850377508646687,,
fibulɐ,portuguese,fibulɐ,-7.703598782800153,,
fiktsjune,romanian,fiktsjune,-5.288210040066291,fliktsjune,-6.328135861800979
fiksjɔ̃,french,fiksjɔ̃,-5.130084529609871,fiksliɔ̃,-5.249077401096822
fintsione,italian,fintsiʊmne,-5.462634241688295,fintsiʊmnea,-5.5797743813769625
fikθjon,spanish,fikθjʊmn,-4.946120379530884,fikθliʊmn,-5.220513150245526
fisɐ̃ʊ̃,portuguese,fisɐ̃ʊ̃,-4.366214631326489,,
fiɡ,french,fiɡ,-2.6402671654458265,,
fiko,italian,fikʊm,-2.836554268074246,fikʊma,-3.4743409329763653
fiɡʊ,portuguese,fiɡʊ,-2.5949569856415016,,
fidel,romanian,fidel,-5.10889534021665,flidel,-5.59483993902275
feal,french,feal,-5.049422609928267,faal,-5.656052362631866
fedele,italian,fedele,-5.412480776286632,fedelea,-5.645880793536061
fjel,spanish,fliel,-5.110306489225324,fjel,-5.4548877180364315
fiɛl,portuguese,fiɛl,-4.96290518207192,,
fidelitate,romanian,fidelitate,-4.531517489223862,flidelitate,-4.868165195721856
feote,french,feota,-4.0054357525889115,feaʊta,-4.055435752588911
fedelta,italian,fedeltaɨd,-3.2404351269822023,fedeltaid,-3.2404351269822023
fiðeliðad,spanish,fiðeliðad,-4.738028146869613,,
fwa,french,fwa,-12.63404690607062,,
fede,italian,fede,-6.089984161937548,fedeɛm,-6.303500006704541
fe,spanish,fe,-6.056533809780566,,
fɛ,portuguese,fɛ,-7.314608098422192,,
fidare,italian,fidare,-6.248451478481591,fidareɛm,-6.275470691234002
fjaɾ,spanish,fliaɾ,-4.227538449389812,fjaɾ,-4.322177933731985
fiaɹ,portuguese,fiaɹ,-4.810530701645917,,
fidutʃa,italian,fidutʃa,-2.6009327333333463,,
uθja,spanish,uθja,-2.450932733333346,uθlia,-3.055243469039075
fido,italian,fidʊm,-2.007274913189721,fidʊma,-2.481089159966082
fiðo,spanish,fiðʊm,-1.9202635362000908,fiðʊma,-2.401046452292545
fiʃe,french,fiʃa,-4.326999309021395,fiʃaaa,-4.503960350157523
fikkare,italian,fikkare,-4.514243599017498,fikkarea,-4.701124098611171
inkaɾ,spanish,inkaɾ,-4.882464417129559,,
fikaɹ,portuguese,fikaɹ,-3.746170056009669,,
fiɡuɾə,romanian,fiɡuɾə,-3.688208758651785,fliɡuɾə,-5.073814195717787
fiɡyʁ,french,fiɡyʁ,-5.3682746588745,,
fiɡura,italian,fiɡura,-3.5613523099659945,fiɡuraa,-4.367067831737746
fiɣuɾa,spanish,fiɣuɾa,-3.898498174096681,,
fiɡuɾɐ,portuguese,fiɡuɾɐ,-3.6882087586517844,,
filiale,italian,filialea,-2.885107651737556,filiale,-2.9328599522736516
filjal,spanish,filjal,-2.2699627977252916,,
fjastru,romanian,fjastru,-3.7972205979099005,,
fiʎastro,italian,fiʎastrʊm,-2.8226933146901194,fiʎastrʊma,-3.3189804173185387
ixastɾo,spanish,ixastɾʊm,-4.082026634673881,ixastɾo,-4.597388045546036
fiʎaʃtɹʊ,portuguese,fiʎaʃtɹʊ,-4.264139006567159,,
eletʃo,spanish,eletʃo,-3.8989297899674376,,
fɛtʊ,portuguese,fɛtʊ,-3.5011973816621555,,
fijœl,french,fijœl,-5.160635294096256,filiœl,-5.798421958998374
fiʎɔlo,italian,fiʎɔlʊm,-4.014963849424836,fiʎɔlʊma,-4.640327994328398
ixwelo,spanish,ixwelʊm,-7.018539300439853,ixwelʊma,-7.5633249795406385
fiʎɔ,portuguese,fiʎɔ,-8.03119375241642,,
frɨmbjat,romanian,frɨmbjat,-3.4292184749433803,frɨmvjat,-4.059186753881794
fimbriato,italian,fimbriatʊm,-2.6134107167600362,fimbriato,-2.7860712943834347
fimbɹiadʊ,portuguese,fimbɹiadʊ,-2.9339914244600567,,
fimeto,spanish,fimetʊm,-1.714881886648909,fimetʊma,-1.8810215365615626
fimikolo,spanish,fimikʊmlʊm,-1.7373994539038122,fimikolʊm,-1.8971199848858813
fimo,italian,fimʊm,-1.63258146374831,flmʊm,-1.8525850929940457
fimo,spanish,fimʊm,-1.63258146374831,fimʊma,-2.1133643798407644
finalita,italian,finalita,-3.2445876466038968,finalitaa,-3.4123706822602804
finaliðad,spanish,finaliðad,-3.478206024620378,,
finɐlidadɨ,portuguese,finɐlidadɨ,-3.929314884442597,,
fɑ̃dʁ,french,fɑ̃dʁ,-12.364963849424836,,
fɛndere,italian,fɛndere,-5.3446414382222756,fɛnderea,-5.460352826144595
endeɾ,spanish,endeɾ,-5.524117886069044,,
feɪŋdeɹ,portuguese,feɪŋdeɹ,-5.804936847058636,,
fɛ̃,french,fɛ̃,-6.2248461560470325,,
fine,italian,fine,-4.810530701645918,finea,-5.219439303469935
fin,spanish,fin,-3.6445798858155345,,
fiŋ,portuguese,fiŋ,-4.270285785579947,,
-finisjɔ̃,french,-finisjɔ̃,-3.578008308431473,-finisliɔ̃,-3.6280083084314727
-finitsione,italian,-finitsiʊmne,-4.0989648694610095,-finitsiʊmnea,-4.300441576299283
-finiθjon,spanish,-finiθliʊmn,-3.623764156274555,-finiθjʊmn,-3.62596011357882
-finisɐ̃ʊ̃,portuguese,-finisɐ̃ʊ̃,-3.7884112913996404,,
fi,romanian,flae,-2.0902671654458267,fla,-2.15805020110221
fire,italian,flre,-2.1525850929940455,flrea,-2.298872195622465
fɛʁməte,french,fɛʁməta,-1.5094379124341002,fɛʁmətaa,-1.692969305058623
ferm,romanian,ferm,-5.076233867378924,,
fɛʁm,french,fɛʁm,-5.368605760026378,,
fermo,italian,fermʊm,-4.867906563779491,fermoa,-5.259869852453784
fiɾme,spanish,fiɾme,-5.073483301993394,,
fiɾəmɨ,portuguese,fiɾəmɨ,-5.2838259520685735,,
fiskə,romanian,fiskə,-2.924190003606755,fliskə,-4.149705077879927
fisko,italian,fiskʊm,-2.4328870581482036,fiskʊma,-3.1441354916274387
fisko,spanish,fiskʊm,-2.4328870581482036,fisko,-3.0509417092458984
fiʃkʊ,portuguese,fiʃkʊ,-3.3941936328524904,,
fisjɔ̃,french,fisjɔ̃,-3.9477199541368697,fisliɔ̃,-3.99771995413687
fissione,italian,fissiʊmne,-4.437690820853829,fissiʊmnea,-4.53125202445917
fisjon,spanish,fisliʊmn,-3.5062571588451825,fisjʊmn,-3.533446797536312
flɐbɛlʊ,portuguese,flɐbɛlʊ,-2.0851722163888207,,
flaur,romanian,flaur,-1.73258146374831,,
flaksid,french,flaksid,-1.5282515005814985,,
flaʃ,french,flaʃ,-3.1558872018578303,,
fjakko,italian,fjakkʊm,-3.155243469039075,fjakkʊma,-3.4565578973199815
flɐʒisjʊ,portuguese,flɐʒisjʊ,-1.9471199848858811,,
flɛʁe,french,flɛʁa,-5.469808558201548,flɛʁaa,-5.7021301149955015
flaɡrare,italian,flaɡrare,-6.389942723842536,flaɡrarea,-6.503604599154879
flaɣɾaɾ,spanish,flaɣɾaɾ,-5.088675634667698,,
ʃeɪɾaɹ,portuguese,ʃeɪɾaɹ,-1.9635885922613585,,
flɐ̃minɨ,portuguese,flɐ̃minɨ,-1.9471199848858811,,
flamə,romanian,flamə,-5.749964984834282,,
flam,french,flam,-5.906979991069648,,
fjamma,italian,fjamma,-5.596342089074997,fjammaa,-6.395589282990324
ʎama,spanish,ʎama,-9.5783137373023,,
ʃɐ̃mɐ,portuguese,ʃɐ̃mɐ,-11.479511118964457,,
fɾasko,spanish,fɾaskʊm,-2.1931063490395015,fɾaskʊma,-2.5213986811414433
fɹaʃkʊ,portuguese,fɹaʃkʊ,-2.645685936634719,,
fjato,italian,fjatʊm,-2.295685936634719,fjatʊma,-2.849212257919098
flato,spanish,flatʊm,-2.348872195622465,flatʊma,-2.9176659890376326
flatʊ,portuguese,flatʊ,-2.8818293683849996,,
fɛbl,french,fɛflae,-3.6913170797047616,fɛplae,-3.6913170797047616
fjevole,italian,fjevʊmle,-4.477726171161152,fjevʊmlea,-4.497539521795726
feβle,spanish,feβle,-3.7250146776273674,,
fleʃiʁ,french,fleʃiʁ,-6.275633316299507,flaʃiʁ,-6.659929535652218
flettere,italian,fleptere,-5.154373621065796,flepterea,-5.180368374002125
flekteɾ,spanish,flekteɾ,-4.732964977995262,,
flɛtiɹ,portuguese,flɛtiɹ,-5.080384547206181,,
flessibilita,italian,flessibilita,-2.6304137971890684,flexibilita,-2.7752021227481527
fleksiβiliðad,spanish,fleksiβiliðad,-3.1806192427782243,,
flɛksjɔ̃,french,flɛksliɔ̃,-4.700793204886778,flɛksjɔ̃,-4.750793204886778
flessione,italian,flessiʊmnea,-5.523718256412076,flessiʊmne,-5.525617859230717
fleksjon,spanish,fleksjʊmn,-4.671037179618633,fleksliʊmn,-4.688834039123998
flɨksɐ̃ʊ̃,portuguese,flɨksɐ̃ʊ̃,-4.925059720945612,,
flɛsso,italian,flɛxʊm,-1.3917594692280548,flɛssʊm,-1.441759469228055
flokos,romanian,flaʊkaʊs,-2.7062035734212864,flokaʊs,-3.0032579193730364
fiokkozo,italian,fiaʊkkozʊm,-2.8270430725891615,flokkozʊm,-2.8746886098084996
flukozʊ,portuguese,flukozʊ,-2.9765300665700547,,
fløʁiʁ,french,fløʁiʁ,-6.026622355448289,,
fiorire,italian,flaʊrire,-5.733163187453465,flaʊrirea,-5.802867493434586
floɾeaɾ,spanish,flaʊɾeaɾ,-5.339369423820901,flʊmɾeaɾ,-5.364120594706072
fluɾiɹ,portuguese,fluɾiɹ,-4.753123488473742,,
floɾeθeɾ,spanish,flʊmɾeθeɾ,-1.997119984885881,floɾeθeɾ,-2.170263536200091
floʁibɔ̃,french,floʁibɔ̃,-2.0161128563728328,flaʊʁibɔ̃,-2.0661128563728326
floɾid,romanian,floɾid,-4.747086396824113,flaʊɾid,-5.202551504932277
floʁid,french,floʁid,-5.516773654506392,flaʊʁid,-6.259920835066337
flɔrido,italian,flɔridʊm,-4.96569213923196,flɔridʊma,-5.636104031450155
floɾiðo,spanish,floɾiðʊm,-5.383454775150531,flaʊɾiðʊm,-5.5512378108069145
flɔɾidʊ,portuguese,flɔɾidʊ,-4.565507904550999,,
floʁilɛʒ,french,floʁilɛʒ,-2.5449569856415017,flaʊʁilɛʒ,-2.5949569856415016
floriledʒo,italian,floriledʒʊm,-2.286933145525124,flaʊriledʒʊm,-2.336933145525124
floskulo,spanish,floskulʊm,-2.6749632026657837,flʊmskulʊm,-2.746942109384559
flɔʃkulʊ,portuguese,flɔʃkulʊ,-2.6503175012993276,,
fly,french,fly,-6.013515309210374,,
fiɔtto,italian,fiɔptʊm,-3.2053480614894134,flɔctʊm,-3.2053480614894134
fluitare,italian,fluitarea,-1.6107523407150064,fluitareʊm,-1.6607523407150064
fjume,italian,fjume,-2.3572749131897206,fjumea,-2.378709272446393
flumɨ,portuguese,flumɨ,-2.451046452292545,,
flye,french,flyaia,-5.71258648402988,flyaio,-5.897084320246431
fluire,italian,fluire,-4.9333151190098725,fluirea,-5.167006567512866
fluiɾ,spanish,fluiɾ,-4.728313737302301,,
fluiɹ,portuguese,fluiɹ,-4.610530701645917,,
fluvjal,romanian,fluvjal,-4.137293582982274,,
flyvjal,french,flyvjal,-5.113292262303054,flyvgal,-5.911799958520826
fluvjale,italian,fluvjale,-4.8562166331441325,fluvjaleʊm,-5.060762410981455
fluβjal,spanish,fluβjal,-4.95281981795162,fluβlial,-6.170424978106681
fluviɑl,portuguese,fluviɑl,-5.320212978110376,,
fluviw,romanian,fluviw,-3.063515309210374,fluvliw,-3.1135153092103742
fløv,french,fløv,-6.638879454113937,,
fokar,romanian,fokar,-5.763174560333899,faʊkar,-6.043698218945732
fwaje,french,fwaleaa,-7.0342526623947785,fwaga,-7.111436265296799
fokaia,italian,fokaia,-5.688130527187279,faʊkaia,-5.968654185799111
oɣeɾa,spanish,ʊmɣeɾa,-8.736746298501702,aʊɣeɾa,-10.268066619657963
fuɡeɪɾɐ,portuguese,fuɡeɪɾɐ,-7.4138002664907345,,
fwiʁ,french,fwiʁ,-4.7051701859880914,,
foðeɾ,spanish,fʊmðeɾ,-3.327904046662474,foðeɾ,-3.7078511917075323
fedifraɡo,italian,fedifraɡʊm,-1.4094379124341003,fedifraɡoa,-1.5147984280919267
fedo,italian,fedʊm,-2.700422093749666,fedʊma,-3.25692805637114
feo,spanish,feʊm,-2.588728524744326,feʊmʊm,-3.192254846028705
feɪʊ,portuguese,feɪʊ,-3.5802405890026083,,
fojos,romanian,faʊjaʊs,-5.740584516148846,fojaʊs,-6.011857533036662
foʎozo,italian,fʊmʎozʊm,-4.360426109195579,foʎozʊm,-4.412321288685718
oxoso,spanish,aʊxosʊm,-5.185049762676384,ʊmxosʊm,-5.344425081085488
fuʎozʊ,portuguese,fuʎozʊ,-5.907121375921715,,
ɨnfuleka,romanian,ɨnfuleka,-4.368886000374198,,
olɣaɾ,spanish,aʊlɣaɾ,-4.735677439459488,ʊmlɣaɾ,-4.8304879939723815
fulɡaɹ,portuguese,fulɡaɹ,-4.012932102783915,,
foltʃel,romanian,foltʃel,-5.367310238034988,,
fɔlikyl,french,fɔlikyl,-9.098335186170887,,
follikolo,italian,follikolo,-6.008513240922961,,
oʎexo,spanish,oʎexʊmer,-7.500883826797807,aʊʎexʊmer,-7.550883826797807
fomento,italian,faʊmentʊm,-2.2210037446190087,fomentʊm,-2.241829797187621
fomɛnto,spanish,fʊmmɛntʊm,-2.2586690658935966,fomɛntʊm,-2.4316356886864674
fumeɪŋtʊ,portuguese,fumeɪŋtʊ,-3.6133221803453486,,
fɔ̃,french,fɔ̃,-10.974046010856291,,
fonte,italian,fonte,-4.931156929817052,fontea,-5.162181873983231
fwɛnte,spanish,fwɛnte,-5.369020112307754,,
foŋtɨ,portuguese,foŋtɨ,-5.55141287557501,,
fɨntɨnə,romanian,fɨntɨnə,-4.447699326436663,,
fɔ̃tɛn,french,fɔ̃tɛn,-6.155926241110558,,
fontana,italian,fontana,-4.1136729201602975,fʊmntana,-4.159216273365011
ontana,spanish,ʊmntana,-4.628327577498833,aʊntana,-5.021052654889786
fuŋtɐ̃nɐ,portuguese,fuŋtɐ̃nɐ,-6.087893746681157,,
forɛnse,italian,forɛnsea,-1.442969305058623,faʊrɛnsea,-1.4929693050586228
ʃfoɪɾɐ,portuguese,ʃfoɪɾɐ,-3.552407217492723,,
formə,romanian,formə,-5.9797622775167625,faʊrmə,-6.029762277516763
fɔʁm,french,fɔʁm,-12.335166556742356,,
forma,italian,fʊmrma,-4.76532511429193,forma,-5.0754515418110335
oɾma,spanish,ʊmɾma,-6.237751649736401,oɾma,-6.274763026726032
fɔɾəmɐ,portuguese,fɔɾəmɐ,-8.898421958998375,,
fʁomaʒ,french,fʁomaʒ,-4.4221779337319855,fʁaʊmaʒ,-4.472177933731985
formadʒʒo,italian,formadʒʒʊm,-3.9665788219640072,fʊmrmadʒʒʊm,-3.967571242857312
foɾmaxe,spanish,fʊmɾmaxe,-4.386964454924478,foɾmaxe,-4.487445405862774
furnika,romanian,furnika,-3.08378450505693,furnlika,-3.395000004320548
fuʁmije,french,fuʁmiga,-2.4955722176755195,fuʁmija,-2.5729588812909396
fuɾəmiɡaɹ,portuguese,fuɾəmiɡaɹ,-3.358154793552548,,
formikola,italian,formikola,-1.6094379124341003,formikʊmla,-1.6594379124341003
fuɾəmidulozʊ,portuguese,fuɾəmidulozʊ,-2.143339464109782,,
frumos,romanian,frumaʊs,-5.870091856778448,frumos,-6.406480634842678
fɔʁmø,french,fɔʁmø,-13.59710753071747,,
formozo,italian,faʊrmʊmzʊm,-5.7205040126834925,faʊrmozʊm,-5.889420129691989
eɾmoso,spanish,eɾmaʊsʊm,-7.111404792970889,eɾmosʊm,-7.190022170792983
fuɾəmozʊ,portuguese,fuɾəmozʊ,-6.483836439755438,,
fornakkia,italian,fʊmrnakkia,-2.709260036932778,faʊrnakkia,-2.709260036932778
fuɾənaʎɐ,portuguese,fuɾənaʎɐ,-3.2105744652136843,,
fuʁnɛz,french,fuʁnɛz,-7.959260036932778,,
fornatʃe,italian,fornatʃe,-3.8090403148132372,,
oɾnatʃo,spanish,oɾnatʃo,-4.475340800347899,,
fɔʁnikatœʁ,french,fɔʁnikatœʁ,-2.6668670103919663,,
fornikatore,italian,fornikatorea,-2.777555107083026,fornikatore,-2.9449569856415017
fɔʁnike,french,fɔʁnika,-3.5059917943081684,fɔʁnikaa,-3.689523186932691
fornikare,italian,fʊmrnikare,-4.278500313389502,fʊmrnikarea,-4.333214856778805
foɾnikaɾ,spanish,foɾnikaɾ,-3.7020310624107324,fʊmɾnikaɾ,-3.734971708072166
fuɾənikaɹ,portuguese,fuɾənikaɹ,-3.7916003205752187,,
foɾniks,spanish,fʊmɾniksɨd,-2.9088730908367935,fʊmɾniksɨa,-2.9088730908367935
fɔɾənisɨ,portuguese,fɔɾənisɨ,-2.898635415116343,,
foʁe,french,faʊʁaa,-5.0338049797597755,foʁaa,-5.184475675221927
forare,italian,fʊmrare,-5.52014648958134,faʊrare,-5.673278883739347
oɾaðaɾ,spanish,aʊɾaðaɾ,-6.563048171235445,ʊmɾaðaɾ,-6.8498704992128365
fuɾaɹ,portuguese,fuɾaɹ,-5.308555424172877,,
fortifika,romanian,fortifika,-3.3911534054379793,faʊrtifika,-3.4411534054379795
fɔʁtifje,french,fɔʁtiflia,-4.352419152616202,fɔʁtifla,-4.427197754131129
fortifikare,italian,fʊmrtifikare,-4.066945504654909,faʊrtifikare,-4.298934280268491
foɾtifikaɾ,spanish,fʊmɾtifikaɾ,-3.9200449233253627,foɾtifikaɾ,-3.9886228503742855
fuɾətifikaɹ,portuguese,fuɾətifikaɹ,-4.076113678913876,,
fɔarte,romanian,fɔarte,-4.562240799377754,,
fɔʁ,french,fɔʁ,-10.933224016336036,,
fɔrte,italian,fɔrte,-5.278617308949679,fɔrtea,-5.714967261756182
fweɾte,spanish,fweɾte,-6.887741620676854,,
fɔɾətɨ,portuguese,fɔɾətɨ,-5.520790222400095,,
fɔʁtityd,french,fɔʁtityd,-3.2957322735539907,fɔʁtptyd,-6.6267049341703
fortitudine,italian,fortitudinea,-3.183908295139055,fortitudine,-3.292962663128567
foɾtitud,spanish,fʊmɾtitud,-3.0771712425489883,foɾtitud,-3.182403588246988
fɔrtuito,italian,fɔrtuitʊm,-1.9572749131897207,fɔrtuitʊma,-2.2315414292485545
foɾtwito,spanish,fʊmɾtwitʊm,-2.207403083149548,foɾtwitʊm,-2.367123614131617
for,romanian,for,-6.489972243325754,faʊr,-6.8899722433257535
foro,italian,fʊmrʊm,-5.906497017378837,forʊm,-5.9323700001852195
foɾo,spanish,foɾʊm,-5.797195221816966,fʊmɾʊm,-5.984565390748656
fɔɾʊ,portuguese,fɔɾʊ,-6.04267438293855,,
fosə,romanian,fosə,-5.253736137736929,faʊsə,-5.526879689051139
fɔs,french,fɔs,-7.6373871503317075,,
fɔssa,italian,fɔssa,-4.2636706237143915,fɔxa,-5.048317366548036
wesa,spanish,wesa,-6.861096203000167,,
fɔsɐ,portuguese,fɔsɐ,-7.687387150331708,,
sat,romanian,sat,-4.3372360703657895,,
fɔse,french,fɔsaiʊm,-4.23411982597911,fɔsaɨʊm,-4.23411982597911
fossato,italian,fʊmssatʊm,-4.020032529257549,fossatʊm,-4.0807492441159
fosaðo,spanish,fʊmsaðʊm,-4.050614175235696,fosaðʊm,-4.114093815332026
fiɔsso,italian,flɔxʊm,-1.2094379124341001,flɔssʊm,-1.2594379124341004
foveal,french,fovaal,-2.320263536200091,faʊvaal,-2.370263536200091
fɾaɣoso,spanish,fɾaɣʊmsʊm,-1.7068932485848132,fɾaɣʊmsʊma,-1.88258146374831
fʁɑ̃sɛ,french,fʁɑ̃sɛ,-7.3900768357760915,,
frantʃeze,italian,frantʃeze,-6.943028946781942,,
fɾanθes,spanish,fɾanθesem,-5.450918200340613,fɾanθesae,-5.450918200340613
fɹɐ̃ŋseʃ,portuguese,fɹɐ̃ŋseʃ,-6.455571654438604,,
frɨŋdʒe,romanian,frɨŋdʒe,-4.903838310652468,,
frandʒere,italian,frandʒere,-5.134650708351239,frandʒerea,-5.171425838368675
fɾaŋxiɾ,spanish,fɾaŋxiɾ,-5.155149786250279,,
fɹɐ̃ŋziɹ,portuguese,fɹɐ̃ŋziɹ,-6.143044541989709,,
fratɛllo,italian,fratɛllo,-1.6594379124341003,,
fʁatɛʁnɛl,french,fʁatɛʁnɛl,-3.925590635856757,,
fratɛrnal,italian,fratɛrnal,-3.603804489781869,,
fɾateɾnal,spanish,fɾateɾnal,-4.007380787054565,,
fɹɐtɨɾənɑl,portuguese,fɹɐtɨɾənɑl,-4.350893779817139,,
fʁatɛʁnite,french,fʁatɛʁncta,-3.257468077752013,fʁatɛʁnpta,-3.257468077752013
fɾateɾniðad,spanish,fɾateɾniðad,-3.6220819539611933,,
fɹɐtɨɾənidadɨ,portuguese,fɹɐtɨɾənidadɨ,-3.8498494417180154,,
fratern,romanian,fratern,-3.5358722849887565,,
fratɛrno,italian,fratɛrnʊm,-3.014338198944958,fratɛrnʊma,-3.4822839682767315
fɾateɾno,spanish,fɾateɾnʊm,-3.5191366795268415,fɾateɾnʊma,-3.9601056528048337
fɹɐtɛɾənʊ,portuguese,fɹɐtɛɾənʊ,-4.565466499143998,,
fɾaksineo,spanish,fɾaksineʊm,-2.0167624179416284,fɾaksineʊma,-2.221147765399369
fɹɐksiniʊ,portuguese,fɹɐksiniʊ,-2.5973489645187877,,
frasin,romanian,frasin,-5.657121375921717,fraslin,-6.005853284560081
fʁɛn,french,fʁɛn,-6.823412107795871,,
frassino,italian,frassinʊm,-4.842910430056153,fraxinʊm,-5.075507005239167
fɾesno,spanish,fɾesnʊm,-5.502004388651808,fɾesnʊma,-6.2291836572826895
fɹeɪʃʊ,portuguese,fɹeɪʃʊ,-8.045726128397757,,
freamət,romanian,freamət,-4.118344557584313,,
frɛmito,italian,frɛmitʊm,-2.956494250940728,frɛmitʊma,-3.4642542437786314
fɾemito,spanish,fɾemitʊm,-3.377064791199164,fɾemitʊma,-3.877621578710813
fɹemitʊ,portuguese,fɹemitʊ,-3.7494404295511172,fɹemctʊ,-4.144135226725116
fʁemiʁ,french,fʁamiʁ,-4.196181313435369,fʁemiʁ,-4.234078757253316
frɛmere,italian,frɛmere,-4.537050123271461,frɛmerea,-4.613054965757392
fɾemiɾ,spanish,fɾemiɾ,-4.180224369866998,,
fɹɨmiɹ,portuguese,fɹɨmiɹ,-4.196181313435369,,
fɾesaɾ,spanish,fɾesaɾ,-2.014881886648909,,
frenare,italian,frenarea,-2.3592600369327776,frenareʊm,-2.409260036932778
fɾenaɾ,spanish,fɾenaɾ,-2.574497674584332,,
frekvent,romanian,frekvent,-5.008517339834149,,
fʁekɑ̃,french,fʁekɑ̃,-7.151143393862574,fʁakɑ̃,-7.256212321823336
frekwɛnte,italian,frekwɛnte,-4.362329279229174,frekwɛntea,-4.489176990321061
fɾekwɛnte,spanish,fɾekwɛnte,-4.532166485173674,,
fɹekweɪŋtɨ,portuguese,fɹekweɪŋtɨ,-5.5229644790701755,,
fʁekɑ̃te,french,fʁekɑ̃ta,-2.4109534087655073,fʁakɑ̃ta,-2.442205952269612
frekwentare,italian,frekwentarea,-2.555299635716681,frekwentare,-2.7080290672088543
friktsjune,romanian,friktsjune,-5.317628369215924,frliktsjune,-6.299811921335401
fʁiksjɔ̃,french,fʁiksjɔ̃,-5.397930802356443,fʁiksliɔ̃,-5.501175316875255
fritsione,italian,fritsione,-5.400820496766156,fritsionea,-5.463877009757349
fɾikθjon,spanish,fɾikθjʊmn,-5.317553171820476,fɾikθliʊmn,-5.727443552613183
fɹisɐ̃ʊ̃,portuguese,fɹisɐ̃ʊ̃,-6.54474519284243,,
fridʒiditate,romanian,fridʒiditate,-4.117657002473162,fridʒidlitate,-4.6865916184290475
fʁiʒidite,french,fʁiʒidptaid,-3.3949723240393004,fʁiʒidptaɨd,-3.3949723240393004
fridʒidita,italian,fridʒiditaɨd,-3.4835189384561094,fridʒiditaid,-3.4835189384561094
fɾialðad,spanish,fɾialðad,-6.115645567801595,,
fridʒid,romanian,fridʒid,-6.741493915994891,fridʒlid,-7.143114089271998
fʁwa,french,fʁwa,-8.826808979351659,,
freddo,italian,freddʊm,-5.3370833978903836,freddʊma,-5.919760236811886
fɾio,spanish,fɾiʊm,-5.74131476342251,fɾiʊmʊm,-6.483669412710929
fɹiʊ,portuguese,fɹiʊ,-6.745391014514646,,
friŋɡwɛllo,italian,friŋɡwɛllo,-1.7594379124341002,,
frondozo,italian,frʊmndozʊm,-2.605111913945341,fraʊndozʊm,-2.7565115604007095
