true_form	predicted_form	edit_distance	normalized_edit_distance	correct_chars	consonant_errors	vowel_errors	phonotactic_valid	char_error_rate	feature_distance	normalized_feature_distance	exact_match
ɡarrʊlʊm	ɡarrulo	3	0.375	5	1	2	True	0.375	1.6	0.04	0
ɡarʊm	ɡaɾʊ	2	0.4	3	2	0	True	0.4	2.0	0.08	0
ɡasɛm	ɡaz	3	0.6	2	2	1	True	0.6	2.25	0.09	0
ɡastaldʊm	ɡastaldo	2	0.2222222222222222	7	1	1	True	0.2222222222222222	1.2	0.026666666666666665	0
ɡastɛrɛm	ɡade	6	0.75	2	4	2	True	0.75	4.45	0.11125	0
ɡaʊderɛ	ɡodere	3	0.42857142857142855	4	0	3	True	0.42857142857142855	1.4	0.04	0
ɡaʊdɪʊm	ɡoθo	6	0.8571428571428571	1	2	4	True	0.8571428571428571	3.9000000000000004	0.11142857142857143	0
ɡɛlarɛ	ðʒelare	4	0.5714285714285714	3	1	2	True	0.6666666666666666	2.15	0.07166666666666667	0
ɡɛlu	ðʒelo	4	0.8	1	1	2	True	1.0	2.15	0.1075	0
ɡɛmɛllʊm	ðʒemeʎo	8	1.0	1	4	3	True	1.0	5.3500000000000005	0.13375	0
ɡɛmɪnatɪonɛm	ðʒeminatsione	8	0.6153846153846154	6	2	4	False	0.6666666666666666	4.15	0.06916666666666667	0
ɡɛmɪnarɛ	ʒeminar	4	0.5	4	1	3	True	0.5	1.95	0.04875	0
ɡɛmɪtʊm	ðʒeaməð	7	1.0	0	4	3	True	1.0	4.8	0.13714285714285715	0
ɡɛmmam	ðʒemə	5	0.8333333333333334	1	3	2	True	0.8333333333333334	4.15	0.13833333333333334	0
ɡɛmmʊlam	ðʒemmula	5	0.625	4	2	2	False	0.625	3.35	0.08375	0
ɡɛnam	ðʒeanə	5	0.8333333333333334	1	3	1	True	1.0	4.0	0.16	0
ɡɛnɛstam	ʒieʃðɐ	8	1.0	0	5	3	True	1.0	4.1	0.1025	0
ɡɛnɛtrikɛm	ðʒenitritʃe	7	0.6363636363636364	4	3	3	True	0.7	4.4	0.08800000000000001	0
ɡɛnɪalɛm	xenjal	5	0.625	3	2	3	True	0.625	3.7	0.0925	0
ɡɛnɪtiwʊm	ðʒeniʤvo	8	0.8888888888888888	2	4	3	True	0.8888888888888888	4.9	0.1088888888888889	0
ɡɛntilɛm	ðʒenʤle	7	0.875	2	3	3	True	0.875	4.65	0.11625	0
ɡɛntilɪtatɛm	xenʤliðað	9	0.75	3	5	4	True	0.75	5.2	0.08666666666666667	0
ɡɛnʊs	ʒɑʁ	5	1.0	0	3	2	True	1.0	3.4	0.136	0
ɡeɔɡrapʰɪam	ðʒeoɡrafia	7	0.6363636363636364	5	4	2	True	0.6363636363636364	4.0	0.07272727272727272	0
ɡɛoɡrapʰɪkʊm	ʒeoɡʁafiɣ	9	0.75	3	6	3	True	0.75	5.2	0.08666666666666667	0
ɡɛoɡrapʰʊm	xeoɣɾafo	8	0.8	2	6	2	True	0.8	4.9	0.098	0
ɡɛomɛtrɪam	xeomedɾia	7	0.7	3	4	3	True	0.7	3.15	0.063	0
ɡɛrmanɪkʊm	ðʒermaniɣ	7	0.7	4	3	3	False	0.7	4.45	0.08900000000000001	0
ɡɛrmanɪtatɛm	eɾmandad	8	0.6666666666666666	4	5	3	False	0.6666666666666666	5.7	0.095	0
ɡɛrmanʊm	ðʒermano	5	0.625	4	2	2	False	0.625	3.15	0.07875	0
ɡɛrmɛn	ʒerm	4	0.6666666666666666	2	2	2	False	0.6666666666666666	2.95	0.09833333333333334	0
ɡɛrɛrɛ	xeɾeɾ	6	1.0	0	3	3	True	1.0	3.3	0.11	0
ɡɛrʊndɪʊm	ðʒeɾunziw	9	1.0	1	4	4	True	1.0	4.85	0.10777777777777776	0
ɡɛstirɛ	xestjo	5	0.7142857142857143	2	2	3	True	0.7142857142857143	2.8000000000000003	0.08	0
ɡɛʊsɪas	ɡuʃə	6	0.8571428571428571	1	2	4	True	0.8571428571428571	3.8499999999999996	0.10999999999999999	0
ɡɪbbʊm	ʒeβɐ	6	1.0	0	4	2	True	1.0	3.9	0.13	0
ɡlakɪɛm	ɡeatsə	5	0.7142857142857143	2	3	2	False	0.7142857142857143	3.65	0.10428571428571429	0
ɡladɪɔlʊm	ɡlajœl	5	0.5555555555555556	4	2	3	True	0.5555555555555556	3.9	0.08666666666666667	0
ɡladɪʊm	ɡladj	3	0.42857142857142855	4	1	2	True	0.42857142857142855	2.5	0.07142857142857142	0
ɡlandʊlosʊm	ɡlandulos	3	0.2727272727272727	8	1	2	False	0.2727272727272727	2.4	0.04363636363636363	0
ɡlarɛam	ɡjaia	4	0.5714285714285714	3	3	1	True	0.5714285714285714	2.7	0.07714285714285715	0
ɡlarɛosʊm	ɡjajozo	6	0.6666666666666666	3	4	2	True	0.6666666666666666	3.45	0.07666666666666667	0
ɡlattirɛ	latiɾ	4	0.5	4	3	1	True	0.5	3.4	0.08499999999999999	0
ɡlaʊkʊm	ɡloɣo	5	0.7142857142857143	2	2	3	True	0.7142857142857143	2.9	0.08285714285714285	0
ɡlirɛm	ɡiro	3	0.5	3	2	1	True	0.5	2.6	0.08666666666666667	0
ɡlokirɛ	ɡlu	5	0.7142857142857143	2	2	3	True	0.7142857142857143	4.2	0.12000000000000001	0
ɡlorɪari	ɡloriare	2	0.25	6	0	2	True	0.25	0.0	0.0	0
ɡlorɪosɪssɪmʊm	ɡloriozizzimo	8	0.5714285714285714	6	4	4	False	0.5714285714285714	1.95	0.027857142857142858	0
ɡlɔssam	ɡlosa	3	0.42857142857142855	4	2	1	True	0.42857142857142855	2.0	0.05714285714285714	0
ɡlottɪdɛm	ɡlottide	3	0.3333333333333333	6	1	2	False	0.3333333333333333	1.2	0.026666666666666665	0
ɡlutɛn	ɡly	4	0.6666666666666666	2	2	2	True	0.6666666666666666	3.4	0.11333333333333333	0
ɡlʊttirɛ	ɡluʤɾ	6	0.75	2	3	3	True	0.75	4.3	0.1075	0
ɡlʊttonɛm	ɡiottone	4	0.4444444444444444	5	2	2	False	0.4444444444444444	2.4	0.05333333333333333	0
ɡobɪʊm	ɡobione	4	0.5714285714285714	3	1	2	True	0.6666666666666666	1.45	0.04833333333333333	0
ɡɔmpʰʊm	ɡonθe	6	0.8571428571428571	1	4	2	True	0.8571428571428571	3.15	0.09	0
ɡɔnɔrrhɔɪam	ɡonorrɛa	6	0.5454545454545454	5	2	4	True	0.5454545454545454	3.2	0.05818181818181818	0
ɡorytɔn	ɡolðɾe	5	0.7142857142857143	2	3	2	True	0.7142857142857143	2.9	0.08285714285714285	0
ɡrabatʊm	ɡʁaba	4	0.5	4	3	1	True	0.5	3.5	0.0875	0
ɡrakɪlɛm	ɡratʃile	5	0.625	4	2	2	True	0.625	2.45	0.061250000000000006	0
ɡrakʊlam	ɡɾaxa	5	0.625	3	4	1	True	0.625	4.25	0.10625	0
ɡrakʊlʊm	ɡror	6	0.75	2	3	3	True	0.75	4.2	0.10500000000000001	0
ɡradʊm	ɡrad	2	0.3333333333333333	4	1	1	True	0.3333333333333333	2	0.06666666666666667	0
ɡramɛn	ɡɾama	3	0.5	3	2	1	True	0.5	2.4	0.08	0
ɡramɪnɛʊm	ɡramiɲɲa	5	0.5555555555555556	4	2	3	True	0.5555555555555556	3.1	0.06888888888888889	0
ɡrammatɪkalɛm	ɡɾamatiɣal	6	0.46153846153846156	7	4	2	True	0.46153846153846156	4.5	0.06923076923076923	0
ɡranarɪʊm	ɡʁənje	7	0.7777777777777778	2	3	4	True	0.7777777777777778	4.4	0.09777777777777778	0
ɡranatʊm	ɡranato	2	0.25	6	1	1	True	0.25	1.2	0.03	0
ɡrandɛm	ɡrande	2	0.2857142857142857	5	1	1	False	0.2857142857142857	1.2	0.03428571428571429	0
ɡrandɪnɛm	ɡɹɐnizʊ	7	0.7777777777777778	2	4	3	True	0.7777777777777778	3.3	0.07333333333333333	0
ɡranʊm	ɡrano	2	0.3333333333333333	4	1	1	True	0.3333333333333333	1.2	0.04	0
ɡrapʰɪarɪʊm	ɡʁɛfje	10	0.9090909090909091	1	5	5	True	0.9090909090909091	6.65	0.12090909090909091	0
ɡrapʰɪʊm	ɡʁɛf	7	0.875	1	4	3	True	0.875	5.15	0.12875	0
ɡrassari	ɡɹɐzaɹ	6	0.75	2	4	2	True	0.75	2.95	0.07375000000000001	0
ɡratɪfɪkari	ɡʁatsfje	7	0.6363636363636364	4	3	4	False	0.6363636363636364	4.75	0.08636363636363636	0
ɡratɪosʊm	ɡɹɐziozʊ	6	0.6666666666666666	3	4	2	True	0.6666666666666666	2.2	0.04888888888888889	0
ɡratɪtudɪnɛm	ɡɹɐʤðɐʊ	11	0.9166666666666666	1	6	5	True	0.9166666666666666	7.2	0.12000000000000001	0
ɡratʊitʊm	ɡratuito	3	0.3333333333333333	6	1	2	True	0.3333333333333333	1.6	0.035555555555555556	0
ɡratʊm	ɡrato	2	0.3333333333333333	4	1	1	True	0.3333333333333333	1.2	0.04	0
ɡrawɪdʊm	ɡravido	4	0.5	4	2	2	True	0.5	1.45	0.03625	0
ɡrawɪtatɪonɛm	ɡravitatsje	7	0.5384615384615384	6	3	4	False	0.5384615384615384	3.95	0.06076923076923077	0
ɡrawarɛ	ɡɾaβaɾ	4	0.5714285714285714	3	3	1	True	0.5714285714285714	3.15	0.09	0
ɡrɛmɪʊm	ɡrembo	4	0.5714285714285714	3	1	3	True	0.5714285714285714	2.4	0.06857142857142857	0
ɡrɛɡɛm	ɡreðʒʒe	5	0.7142857142857143	2	2	2	True	0.8333333333333334	3.45	0.115	0
ɡromam	ɡɹomɐ	3	0.5	3	2	1	True	0.5	1.45	0.04833333333333333	0
ɡrumʊlʊm	ɡʁymo	6	0.75	2	3	3	True	0.75	4.1	0.1025	0
ɡrumʊm	ɡru	3	0.5	3	2	1	True	0.5	3	0.1	0
ɡrʊndam	ɡronda	2	0.2857142857142857	5	1	1	False	0.2857142857142857	1.2	0.03428571428571429	0
ɡrʊnnirɛ	ɡʁoɲe	7	0.875	1	4	3	True	0.875	4.2	0.10500000000000001	0
ɡrypʰɛm	ɡrifo	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.05	0.08714285714285713	0
ɡʊbɛrnakʊlʊm	ɡuvɛʁnaj	8	0.6666666666666666	4	5	3	True	0.6666666666666666	5.65	0.09416666666666668	0
ɡʊbɛrnatorɛm	ɡovernatore	5	0.4166666666666667	7	2	3	False	0.4166666666666667	1.8499999999999999	0.03083333333333333	0
ɡʊbɛrnatrikɛm	ɡovernatritʃe	6	0.46153846153846156	7	3	3	False	0.46153846153846156	2.9	0.04461538461538461	0
ɡʊlam	ɡœl	3	0.6	2	1	2	True	0.6	2.4	0.096	0
ɡʊnnam	ɡona	3	0.5	3	2	1	True	0.5	2.2	0.07333333333333333	0
ɡʊrdʊm	ɡoɾðo	5	0.8333333333333334	1	3	2	True	0.8333333333333334	2.65	0.08833333333333333	0
ɡʊstatɪonɛm	ɡystasjo	6	0.5454545454545454	5	3	3	True	0.5454545454545454	4.45	0.08090909090909092	0
ɡʊstʊm	zðo	6	1.0	0	4	2	True	1.0	3.95	0.13166666666666668	0
ɡʊttʊm	ɡotto	3	0.5	3	1	2	False	0.5	1.4	0.04666666666666666	0
ɡypsʊm	ʝeso	5	0.8333333333333334	1	3	2	True	0.8333333333333334	3.4000000000000004	0.11333333333333334	0
ɡyrarɛ	ðʒirare	4	0.5714285714285714	3	1	2	True	0.6666666666666666	2.15	0.07166666666666667	0
habɪlɛm	abile	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.2	0.06285714285714286	0
habɪlɪtatɛm	aβiliðad	8	0.7272727272727273	3	5	3	True	0.7272727272727273	4.5	0.08181818181818182	0
habɪlɪtarɛ	abilide	7	0.7	3	3	4	True	0.7	3.45	0.069	0
habɪtatɪonɛm	abitazjo	7	0.5833333333333334	5	4	3	True	0.5833333333333334	5.5	0.09166666666666666	0
habɪtarɛ	abitare	3	0.375	5	1	2	True	0.375	1.2	0.03	0
habɪtʊalɛm	abituale	5	0.5	5	2	3	True	0.5	2.5999999999999996	0.05199999999999999	0
habɪtudɪnɛm	abidyd	8	0.7272727272727273	3	4	4	True	0.7272727272727273	5.45	0.09909090909090909	0
habɪtʊm	abito	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.2	0.06285714285714286	0
haɪdʊm	jed	5	0.8333333333333334	1	2	3	True	0.8333333333333334	3.75	0.125	0
haɪmatiten	emaʤde	7	0.7	3	4	3	True	0.7	4.75	0.095	0
haɪrerɛ	eɾeɾ	6	0.8571428571428571	1	3	3	True	0.8571428571428571	4.2	0.12000000000000001	0
haɪrɛtɪkʊm	eʁeʤɣ	10	1.0	0	5	5	True	1.0	6.5	0.13	0
haɪsɪtarɛ	ezitar	6	0.6666666666666666	3	2	4	True	0.6666666666666666	3.25	0.07222222222222222	0
halɪtʊm	alito	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.2	0.06285714285714286	0
hallʊm	ɑluɣz	5	0.8333333333333334	1	3	2	True	0.8333333333333334	3.7	0.12333333333333334	0
harɪɔlʊm	ɐɾiʊlʊ	6	0.75	2	3	3	True	0.75	3.4000000000000004	0.085	0
harpen	aʁp	4	0.6666666666666666	2	3	1	True	0.6666666666666666	3.5	0.11666666666666667	0
harʊspɪkɛm	aɾβiθe	9	0.9	1	6	3	True	0.9	5.8	0.11599999999999999	0
hastam	asta	2	0.3333333333333333	4	2	0	True	0.3333333333333333	2	0.06666666666666667	0
haʊrirɛ	aʊɾiɹ	4	0.5714285714285714	3	3	1	True	0.5714285714285714	3.25	0.09285714285714286	0
hɛbdɔmadarɪʊm	ebdomadje	8	0.6153846153846154	5	3	5	True	0.6153846153846154	4.7	0.07230769230769231	0
hɛbdɔmadɛm	eʤma	8	0.8	2	5	3	True	0.8	6.95	0.139	0
hɛbɛnʊm	eβɐnʊ	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.35	0.09571428571428571	0
hɛbɛtɛm	ebede	6	0.8571428571428571	1	3	3	True	0.8571428571428571	2.8499999999999996	0.08142857142857142	0
hɛbɛtarɛ	ebede	7	0.875	1	3	4	True	0.875	3.8499999999999996	0.09624999999999999	0
hɛbraɪʊm	ebreo	6	0.75	2	2	4	True	0.75	3.4000000000000004	0.085	0
hɛlkɪʊm	altsaia	7	1.0	1	3	3	False	1.0	4.449999999999999	0.1271428571428571	0
helɪʊm	ɛlio	5	0.8333333333333334	1	2	3	True	0.8333333333333334	2.4	0.08	0
hemɪkranɪam	emikrania	4	0.36363636363636365	7	2	2	True	0.36363636363636365	2.0	0.03636363636363636	0
hepatɪkʊm	ebatiɣo	6	0.6666666666666666	3	4	2	True	0.6666666666666666	2.95	0.06555555555555556	0
hɛrbakɛʊm	erbatʃeo	6	0.6666666666666666	3	3	3	True	0.6666666666666666	3.85	0.08555555555555555	0
hɛrbarɪʊm	jerbar	5	0.5555555555555556	4	2	3	True	0.5555555555555556	3.95	0.08777777777777779	0
hɛrbosʊm	eʁβø	8	1.0	0	5	3	True	1.0	5.4	0.135	0
heredɪtatɛm	eʁeʤde	9	0.8181818181818182	3	5	3	True	0.8181818181818182	6.45	0.11727272727272728	0
heredɪtarɛ	eɾeʤða	7	0.7	3	5	2	True	0.7	5.550000000000001	0.11100000000000002	0
hɛremʊm	eɾəmʊ	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.4000000000000004	0.09714285714285716	0
heredɛm	waʁ	7	1.0	0	4	3	True	1.0	5.4	0.1542857142857143	0
heroɛm	eɾoe	4	0.6666666666666666	2	3	1	True	0.6666666666666666	3.2	0.10666666666666667	0
hɛstɛrnʊm	eʃdeɾənʊ	7	0.7777777777777778	2	5	2	True	0.7777777777777778	4.9	0.1088888888888889	0
hibɛrnalɛm	invernale	6	0.6	5	3	2	False	0.6	3.6500000000000004	0.07300000000000001	0
hɪɛmalɛm	jemal	5	0.625	3	2	3	True	0.625	3.75	0.09375	0
hɪɛrarkʰam	xeɾaɾka	7	0.7	3	5	2	True	0.7	4.65	0.09300000000000001	0
hɪɛrɔsɔlymitanʊm	jʁozolomide	13	0.8125	3	6	7	True	0.8125	7.550000000000001	0.09437500000000001	0
hɪlarɛm	ilare	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.2	0.06285714285714286	0
hilʊm	iljo	3	0.6	2	2	1	True	0.6	3.0	0.12	0
hɪnnirɛ	ɛniʁ	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.7	0.10571428571428572	0
hɪrkinʊm	irtʃino	6	0.75	3	3	2	False	0.75	3.45	0.08625000000000001	0
hɪrsutʊm	iʁzyt	7	0.875	1	4	3	True	0.875	4.15	0.10375000000000001	0
hɪrʊndɪnɛm	iʁodel	9	0.9	1	5	4	True	0.9	4.95	0.099	0
hɪspanɪkʊm	isbanig	7	0.7	3	4	3	True	0.7	3.5	0.07	0
hɪspanʊm	ispano	4	0.5	4	2	2	True	0.5	2.2	0.05500000000000001	0
hɪstrɪonɛm	istrione	5	0.5	5	2	3	True	0.5	2.2	0.044000000000000004	0
hɔdɪɛrnʊm	uʤeɾənʊ	7	0.7777777777777778	2	4	3	True	0.7777777777777778	4.35	0.09666666666666666	0
hɔmɪkidam	omiθið	7	0.7777777777777778	2	4	3	True	0.7777777777777778	3.75	0.08333333333333333	0
hɔmɪkidalɛm	omiðʃiðjale	9	0.8181818181818182	4	4	3	True	0.8181818181818182	4.95	0.09	0
hɔmɪkidɪʊm	omiðʃiʤo	9	0.9	2	4	4	True	0.9	5.45	0.109	0
hɔnɛstatɛm	onesta	6	0.6	4	3	3	True	0.6	4.2	0.084	0
hɔnorɛm	ɔnœʁ	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.7	0.10571428571428572	0
hɔnorabɪlɛm	onoɾaβle	7	0.6363636363636364	4	4	3	True	0.6363636363636364	4.95	0.09	0
hɔnorarɪʊm	onorario	5	0.5	5	2	3	True	0.5	2.2	0.044000000000000004	0
hɔnorɪfɪkɛntɪam	onorifitʃentsa	9	0.6	7	3	5	False	0.6	4.45	0.059333333333333335	0
hɔnorɪfɪkʊm	onorifig	7	0.6363636363636364	4	3	4	True	0.6363636363636364	3.25	0.05909090909090909	0
hɔrdɛʊm	orz	6	0.8571428571428571	1	3	3	False	0.8571428571428571	4.25	0.12142857142857143	0
hɔrɪzzɔnta	oɾizont	7	0.7	3	3	4	True	0.7	4.0	0.08	0
hɔrrɛndʊm	orrendo	5	0.5555555555555556	4	2	3	False	0.5555555555555556	2.4	0.05333333333333333	0
hɔrrerɛ	oreɾ	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.4	0.09714285714285714	0
hɔrrɛʊm	oʁiʊ	6	0.8571428571428571	1	4	2	True	0.8571428571428571	3.7	0.10571428571428572	0
hɔrrɪdʊm	oʁidʊ	6	0.75	2	4	2	True	0.75	3.5	0.0875	0
hɔrrɪfɪkʊm	oɾifik	8	0.8	2	4	4	True	0.8	5.0	0.1	0
hɔrrɪpɪlatɪonɛm	orribilatsione	9	0.6	7	3	5	False	0.6	3.45	0.046	0
hɔrtʊlanʊm	uɾəðɨlɐʊ	8	0.8	2	5	3	True	0.8	5.5	0.11	0
hɔrtʊm	orto	4	0.6666666666666666	2	2	2	False	0.6666666666666666	2.2	0.07333333333333333	0
hɔspɪtɛm	et	7	0.875	1	4	3	True	0.875	6.0	0.15	0
hɔspɪtalɛ	ospedale	5	0.5555555555555556	4	2	3	True	0.5555555555555556	1.45	0.03222222222222222	0
hɔspɪtatorɛm	ospeðaðoɾ	8	0.6666666666666666	4	5	3	True	0.6666666666666666	4.4	0.07333333333333333	0
hɔspɪtɪʊm	ospit	6	0.6666666666666666	3	2	4	True	0.6666666666666666	4.0	0.08888888888888889	0
hɔspɪtarɛ	ospitare	4	0.4444444444444444	5	1	3	True	0.4444444444444444	1.2	0.026666666666666665	0
hɔspɪtari	ospeðaɾ	6	0.6666666666666666	3	3	3	True	0.6666666666666666	2.9	0.06444444444444444	0
hɔstɪam	ostja	4	0.5714285714285714	3	2	2	True	0.5714285714285714	3.0	0.08571428571428572	0
hɔstilɛm	ostsl	5	0.625	3	2	3	False	0.625	4.0	0.1	0
humɪdʊm	idʊ	5	0.7142857142857143	2	3	2	True	0.7142857142857143	4.0	0.11428571428571428	0
hʊmɪlɪatɪonɛm	iliatsione	9	0.6923076923076923	5	3	5	False	0.6923076923076923	5.2	0.08	0
hʊmɪlɪarɛ	iliare	6	0.6666666666666666	3	2	4	True	0.6666666666666666	3.2	0.07111111111111111	0
hʊmʊm	ymys	4	0.8	1	2	2	True	0.8	2.15	0.086	0
hybrɪdam	iβɾiðo	8	1.0	0	5	3	True	1.0	4.800000000000001	0.12000000000000002	0
hydrarɡyrʊm	idʁaʁʒiʁ	9	0.8181818181818182	2	6	3	True	0.8181818181818182	5.6000000000000005	0.10181818181818182	0
hymnʊm	ino	5	0.8333333333333334	1	3	2	True	0.8333333333333334	3.4000000000000004	0.11333333333333334	0
hypaɪtʰrʊm	ibetro	8	0.8	2	4	4	True	0.8	4.65	0.09300000000000001	0
hypnotɪkʊm	ibnoʤɣo	8	0.8	2	5	3	False	0.8	4.65	0.09300000000000001	0
hypɔɡaɪʊm	iboðʒeo	9	1.0	0	4	5	True	1.0	4.4	0.09777777777777778	0
hypɔtʰekam	ibodeɣa	8	0.8	2	6	2	True	0.8	4.2	0.084	0
hysopʊm	izzopo	5	0.7142857142857143	2	3	2	False	0.7142857142857143	3.45	0.09857142857142857	0
jaktarɛ	ðʒettare	5	0.625	3	2	2	False	0.7142857142857143	2.3499999999999996	0.06714285714285713	0
jaktʊm	edʃo	6	1.0	0	4	2	True	1.0	3.5999999999999996	0.11999999999999998	0
janɪkʊlʊm	ðʒaniɣolo	7	0.7777777777777778	3	3	3	True	0.7777777777777778	3.4000000000000004	0.07555555555555557	0
jaspɪdɛm	jasp	4	0.5	4	2	2	True	0.5	4	0.1	0
ibɪkɛm	iβeɣz	5	0.8333333333333334	1	3	2	True	0.8333333333333334	2.75	0.09166666666666666	0
ibɛmibɪn	ibis	5	0.625	3	3	2	True	0.625	4.5	0.1125	0
idɛntɪkʊm	idenʤɣo	6	0.6666666666666666	3	3	3	True	0.6666666666666666	3.4000000000000004	0.07555555555555557	0
idɛntɪtatɛm	iðenʤðað	8	0.7272727272727273	3	5	3	True	0.7272727272727273	4.95	0.09	0
idolɔlatram	idoladʁ	6	0.5454545454545454	5	4	2	True	0.5454545454545454	4.75	0.08636363636363636	0
ɪdonɛɪtatɛm	iðoneɪða	7	0.6363636363636364	4	4	3	True	0.6363636363636364	3.95	0.07181818181818182	0
ɪdonɛʊm	idoneo	4	0.5714285714285714	3	1	3	True	0.5714285714285714	1.4	0.04	0
jejunɪʊm	aʒun	6	0.75	2	3	3	True	0.75	4.9	0.12250000000000001	0
jejunarɛ	ʤðʒunare	4	0.5	4	2	2	True	0.5	2.45	0.061250000000000006	0
jɛntarɛ	ʝantaɾ	4	0.5714285714285714	3	2	2	True	0.5714285714285714	2.8	0.08	0
ɪŋnarʊm	iɲaro	5	0.7142857142857143	2	3	2	True	0.7142857142857143	2.45	0.07	0
ɪŋnɛʊm	iɲɛ	5	0.8333333333333334	1	3	2	True	0.8333333333333334	3.25	0.10833333333333334	0
ɪŋnɛm	iɲɲe	5	1.0	0	3	2	True	1.0	1.95	0.078	0
ɪŋnobɪlɛm	iɡnobil	5	0.5555555555555556	4	2	3	True	0.5555555555555556	2.5	0.05555555555555555	0
ɪŋnomɪnɪam	iɲominia	6	0.6	4	3	3	True	0.6	2.25	0.045	0
ɪŋnorarɛ	iɡnoɾa	5	0.625	3	3	2	True	0.625	3.1	0.0775	0
ɪŋnoskɛrɛ	iɲoʃere	7	0.7777777777777778	2	4	3	True	0.7777777777777778	2.9000000000000004	0.06444444444444446	0
iŋnotʊm	iɡnotʊ	2	0.2857142857142857	5	2	0	True	0.2857142857142857	1.5	0.04285714285714286	0
ilɛ	ʒada	4	1.0	0	1	2	True	1.3333333333333333	2.05	0.13666666666666666	0
ilɪkɛm	jøz	6	1.0	0	3	3	True	1.0	4.2	0.14	0
ɪllaɪsʊm	ilezʊ	6	0.75	2	3	3	True	0.75	3.25	0.08125	0
ɪllatɪonɛm	ilasjo	7	0.7	3	4	3	True	0.7	5.25	0.105	0
ɪllatiwʊm	ilatiβo	5	0.5555555555555556	4	3	2	True	0.5555555555555556	2.95	0.06555555555555556	0
ɪllɛkɛbram	ilesɨβɹɐʃ	9	0.9	1	5	4	True	0.9	4.05	0.081	0
ɪlleɡalɛm	iʎeɡal	5	0.5555555555555556	4	3	2	True	0.5555555555555556	4.0	0.08888888888888889	0
ɪllʊŋk	li	5	0.8333333333333334	1	3	2	True	0.8333333333333334	4.4	0.14666666666666667	0
ɪllɪɡarɛ	ɑlje	7	0.875	1	3	4	True	0.875	4.9	0.12250000000000001	0
ɪlludɛrɛ	iluðiɾ	6	0.75	2	3	3	True	0.75	2.85	0.07125000000000001	0
ɪllunɛm	iʎune	5	0.7142857142857143	2	3	2	True	0.7142857142857143	3.2	0.09142857142857143	0
ɪllusɪonɛm	iluzje	8	0.8	2	4	4	True	0.8	4.95	0.099	0
ɪllustrɛm	iʎtre	7	0.7777777777777778	2	4	3	True	0.7777777777777778	4.4	0.09777777777777778	0
ɪmaɡɪnatɪwʊm	imaʒinatsf	7	0.5833333333333334	5	3	4	False	0.5833333333333334	4.0	0.06666666666666667	0
ɪmaɡɪnosʊm	immadʒinozo	8	0.7272727272727273	4	3	3	False	0.8	4.2	0.084	0
ɪmaɡɪnɛm	immadʒine	7	0.7777777777777778	3	2	3	False	0.875	3.95	0.09875	0
ɪmbekɪllɪtatɛm	imbedʃiʎida	10	0.7142857142857143	4	6	4	True	0.7142857142857143	6.050000000000001	0.08642857142857144	0
ɪmbekɪllʊm	imbedʃiʎe	7	0.7	3	4	3	True	0.7	4.85	0.09699999999999999	0
ɪmbɛrbɛm	imberbe	4	0.5	4	1	3	True	0.5	1.4	0.034999999999999996	0
ɪmbɪbɛrɛ	ebibe	6	0.75	2	2	4	True	0.75	3.2	0.08	0
ɪmbrɪfɛrʊm	imbrifero	5	0.5	5	1	4	True	0.5	1.4	0.027999999999999997	0
ɪmbʊɛrɛ	imbwiɾ	5	0.7142857142857143	2	1	4	True	0.7142857142857143	2.6	0.07428571428571429	0
ɪmɪtatorɛm	imitatœʁ	6	0.6	4	2	4	True	0.6	2.7	0.054000000000000006	0
ɪmɪtari	imide	6	0.8571428571428571	1	2	4	True	0.8571428571428571	2.25	0.06428571428571428	0
ɪmmakʊlatʊm	imakulat	5	0.45454545454545453	6	2	3	True	0.45454545454545453	3.4	0.061818181818181814	0
ɪmmarkɛskɪbɪlɛm	immartʃeʃibile	9	0.6	6	4	5	False	0.6	3.9000000000000004	0.052000000000000005	0
ɪmmaturɪtatɛm	immaturita	5	0.38461538461538464	8	2	3	False	0.38461538461538464	3.0	0.046153846153846156	0
ɪmmaturʊm	imɐðuɾʊ	6	0.6666666666666666	3	4	2	True	0.6666666666666666	3.7	0.08222222222222222	0
ɪmmɛdɪatʊm	immedja	6	0.6	4	2	4	False	0.6	4.2	0.084	0
ɪmmɛrɡɛrɛ	immɛʁʒe	6	0.6666666666666666	3	3	3	False	0.6666666666666666	3.2	0.07111111111111111	0
ɪmmɛrɪtʊm	inmeɾito	7	0.7777777777777778	2	3	4	False	0.7777777777777778	2.65	0.058888888888888886	0
ɪmmɪnerɛ	inminende	6	0.6666666666666666	3	2	3	False	0.75	1.7	0.042499999999999996	0
ɪmmɪskerɛ	immize	6	0.6666666666666666	3	3	3	False	0.6666666666666666	3.25	0.07222222222222222	0
ɪmmɔlatɪonɛm	immolatsione	6	0.5	7	1	4	False	0.5	2.2	0.03666666666666667	0
